Re,alpha,CL,CD,CM
200000,-8.5,-0.6512522834113402,0.02593222329451403,-0.06700649550911265
200000,-8,-0.5774346997276176,0.023546459105888165,-0.07274348130401594
200000,-7.5,-0.5044202774072923,0.02148574448602481,-0.07809260984240685
200000,-7,-0.43457931718628934,0.01970623433987554,-0.08256113722212857
200000,-6.5,-0.3687434404220179,0.01814802568362048,-0.08597619722351853
200000,-6,-0.3067355170754767,0.01675068681956523,-0.08844818416437092
200000,-5.5,-0.24814567087487693,0.015436374111745374,-0.090327164707335
200000,-5,-0.19392446502769228,0.014052039256163865,-0.09133601008293817
200000,-4.5,-0.1407515998944487,0.01301459057021528,-0.09059276434833657
200000,-4,-0.08409478632015938,0.013021438102327454,-0.0898615485842268
200000,-3.5,-0.024895142366102074,0.013346528240828201,-0.08955913499743301
200000,-3,0.03401083203994616,0.013592060238361712,-0.0893691645332695
200000,-2.5,0.09144001701165452,0.01379221872364483,-0.08904416140260392
200000,-2,0.1479020741986116,0.013986682193970304,-0.08856118705674065
200000,-1.5,0.20401585901252628,0.014155821377388885,-0.08799935822870138
200000,-1,0.2597911260628376,0.014271740901496499,-0.08739418994922402
200000,-0.5,0.314996091557744,0.01432904100048643,-0.08674930140710099
200000,0,0.3695578863474279,0.014340255030609608,-0.08608299226741065
200000,0.5,0.42358099275608263,0.01432396617354763,-0.08542664208255893
200000,1,0.4772147229613186,0.014298177301037555,-0.08480296657779733
200000,1.5,0.5305540396325125,0.014277741647231692,-0.08421328325717385
200000,2,0.5835948807011645,0.014273140233842813,-0.08363542964493861
200000,2.5,0.6362124240781996,0.01428960724796195,-0.08302367996742044
200000,3,0.6881487961007346,0.014326621710339625,-0.08230639344147912
200000,3.5,0.7390452492168376,0.014377967715255215,-0.08139009353431176
200000,4,0.7885954366499617,0.014432774569368433,-0.08019247837145592
200000,4.5,0.8368221840192365,0.014479712466798522,-0.07871122518948064
200000,5,0.8842329360402769,0.014516819335466868,-0.07706731997629451
200000,5.5,0.9315617734412179,0.014558060603301757,-0.07544217643980516
200000,6,0.9792017568923661,0.014624973829860123,-0.07393721322833703
200000,6.5,1.0266902191513136,0.014736359816362772,-0.07246406796284531
200000,7,1.0725167581258865,0.014910280145992359,-0.07073756016298748
200000,7.5,1.1144380966519405,0.015180410524144655,-0.06838128720617465
200000,8,1.150269814881977,0.015620717195809757,-0.0651044972210663
200000,8.5,1.1783809439905732,0.016347775058928773,-0.06079857411082915
200000,9,1.197239662394097,0.01752189129803607,-0.05551128812395576
200000,9.5,1.2056112206805771,0.019358990865713587,-0.04962435111826709
200000,10,1.2050453411316222,0.02212479251642238,-0.043939849243750634
200000,10.5,1.2016021049110244,0.0258537527015211,-0.03918155338968597
200000,11,1.2019190170692635,0.030016502712439237,-0.03572316115800664
200000,11.5,1.2081193207342305,0.03409972963417238,-0.03337211568767827
200000,12,1.2190662631593723,0.03798091372980562,-0.031575032170821256
200000,12.5,1.2333222642566821,0.04168619387175561,-0.02990799636426164
200000,13,1.2499150851667187,0.045241340893483535,-0.02817888847859955
200000,13.5,1.2681226147461822,0.04866657092153148,-0.02635456549985411
200000,14,1.2873414571145607,0.05198758315121899,-0.024486032420434695
200000,14.5,1.3070765629821353,0.0552363717845332,-0.02265690804047733
200000,15,1.3268745135273496,0.058456630101063056,-0.020954215867295248
200000,15.5,1.346143400586912,0.061723677577712625,-0.019455995123281875
200000,16,1.3638988975410633,0.06517658026472181,-0.018228413943134833
200000,16.5,1.3785117782049512,0.06905177362715785,-0.01732838756771248
200000,17,1.3876076640966346,0.07370024569230428,-0.01682104414111859
200000,17.5,1.388434798789528,0.07955852825982243,-0.016840285560144913
200000,18,1.3789771507414785,0.08701613954298093,-0.01770636578377497
200000,18.5,1.359336992840223,0.09611674804894937,-0.020017820055231297
200000,19,1.3317477917967335,0.10661039711892954,-0.0245798542002539
200000,19.5,1.2954464709035598,0.12061502239207603,-0.03238313991342087
200000,20,1.2263002655624933,0.14499061508049751,-0.04490865978412576
200000,20.5,1.075082855229584,0.19000991787741983,-0.0656706504754194
200000,21,0.9561507322758389,0.23408487105766673,-0.09197610972377347
200000,21.5,0.9550530355232624,0.24572603270992732,-0.10911458071896486
200000,22,0.9789210581162651,0.24807066853795245,-0.11590501544581432
200000,22.5,1.0005294291002507,0.2505502491464745,-0.12006566084698297
200000,23,1.0200114773393945,0.25377607131366164,-0.12454186617959268
200000,23.5,1.0382094218568094,0.2575875143643295,-0.12949539670004628
200000,24,1.0555378673507128,0.2617875279663499,-0.13468917699400124
200000,24.5,1.0722762533016856,0.2662091836146136,-0.1399613260603426
200000,25,1.0886162118100569,0.27073119833994935,-0.14522737085186976
300000,-20,-0.5403856911237089,0.20805361152954832,-0.009055604273492899
300000,-19.5,-0.5286950812439519,0.2010259700319523,-0.013082507686838763
300000,-19,-0.5187990840480214,0.1936121798249986,-0.017073962636779703
300000,-18.5,-0.5117749732022285,0.18538413825128972,-0.02117767679599282
300000,-18,-0.5117874295198985,0.17495184793345095,-0.025925255857137824
300000,-17.5,-0.5291134756834431,0.1599580877966274,-0.03199333895553391
300000,-17,-0.5694505371704998,0.14051757179335111,-0.03930348521512511
300000,-16.5,-0.6688785804646293,0.11345577321536562,-0.05555344744180923
300000,-16,-0.7986639443794392,0.08069049460609727,-0.07138089336723309
300000,-15.5,-0.8302398305648305,0.06416104698409239,-0.07872795018299211
300000,-15,-0.8523208088915946,0.0545832686074407,-0.08394895042061258
300000,-14.5,-0.8627403512661445,0.04701619357982827,-0.08849291486368628
300000,-14,-0.8570674613378348,0.04118500417310753,-0.09232160437767815
300000,-13.5,-0.8377762200164911,0.036575800897278264,-0.09580607043125167
300000,-13,-0.809152021313039,0.03280823897657557,-0.09909136035093369
300000,-12.5,-0.7754091630686901,0.029675516511495758,-0.10193500675558154
300000,-12,-0.740404778135723,0.027070402881396397,-0.10384223327091202
300000,-11.5,-0.7069697002093501,0.024920111999192564,-0.10436875219355365
300000,-11,-0.6758719309430856,0.0231508681144951,-0.10345302926492168
300000,-10.5,-0.6456955411025271,0.021682625744716414,-0.10150121140024941
300000,-10,-0.6141714859166787,0.02044139434264133,-0.09912263431477299
300000,-9.5,-0.5797271596726212,0.019369190495279902,-0.0967922323070896
300000,-9,-0.5419875030090587,0.018423849157408516,-0.0947268028444954
300000,-8.5,-0.5013534450770669,0.017574097284335975,-0.09296096585042826
300000,-8,-0.4584187952632476,0.01679693249974876,-0.09146289889880176
300000,-7.5,-0.4136412732899819,0.016081546410466677,-0.09020012900859022
300000,-7,-0.367277795777859,0.015430578189259159,-0.0891529709742643
300000,-6.5,-0.31947738288029087,0.014850471654200621,-0.08830286002680945
300000,-6,-0.27040084932285324,0.014340695955352799,-0.08762206811893951
300000,-5.5,-0.22025224937288754,0.01389134334224407,-0.08707463695706932
300000,-5,-0.16922516380525415,0.01348799309336372,-0.08662506515086828
300000,-4.5,-0.11746350473274345,0.013118108759295463,-0.08625111344191166
300000,-4,-0.06510944435121685,0.012773836271872764,-0.08595624218564864
300000,-3.5,-0.012375489489633656,0.012451132769831062,-0.08577759348551364
300000,-3,0.04046159110061252,0.0121435336993587,-0.08574391425527983
300000,-2.5,0.09305617554942122,0.011817439679987248,-0.08571377579215583
300000,-2,0.14505704231345595,0.0114205956578982,-0.08544240684918455
300000,-1.5,0.19662808598635031,0.010991595812726756,-0.08486750364655223
300000,-1,0.2485340816434429,0.010705754398074582,-0.08422767651651414
300000,-0.5,0.30126000913046524,0.010637926203067515,-0.08375829790669635
300000,0,0.354727639685771,0.010708222298007953,-0.08343316192741634
300000,0.5,0.40856167369976126,0.010840471712341615,-0.08315535561431531
300000,1,0.4623329983653476,0.011003155100379235,-0.0828471835422481
300000,1.5,0.5156908396644868,0.011190713367013418,-0.08245507806000121
300000,2,0.5683733290158637,0.011407784666150937,-0.08194364855776898
300000,2.5,0.6201689340738816,0.01166231698401204,-0.08128746221276563
300000,3,0.6708666012620002,0.011962890537527858,-0.08045943368580347
300000,3.5,0.720196457140556,0.012318943824602925,-0.07941479320363369
300000,4,0.7677579166086219,0.01274338494709487,-0.07807509863532079
300000,4.5,0.8129470870059089,0.013254076713465271,-0.07632894562975397
300000,5,0.8549304891770428,0.01387136490260766,-0.07407510948520295
300000,5.5,0.8927934535842739,0.014620230911580406,-0.07129802606612785
300000,6,0.9260917313703341,0.015542040965569276,-0.06807929158012732
300000,6.5,0.9557519689477514,0.01665712013839856,-0.06453725299280164
300000,7,0.9840333613097749,0.017884850277082517,-0.06086554297792354
300000,7.5,1.0126626058931603,0.019120024204268293,-0.057321034266992206
300000,8,1.0418595113209728,0.02035390564141797,-0.05402570853572847
300000,8.5,1.0711084286977708,0.021635795749920743,-0.050978403335416325
300000,9,1.0998813039822817,0.023012491449400308,-0.04815160764442302
300000,9.5,1.1278212524334648,0.024519809717971346,-0.045522820897515845
300000,10,1.1547039321870465,0.026188189949932498,-0.04307616215464523
300000,10.5,1.1803652435144194,0.028044185296089374,-0.04079678277915078
300000,11,1.2046527021310678,0.030113476818691608,-0.03867094862184762
300000,11.5,1.227409317118559,0.03242478706699282,-0.03669561126534116
300000,12,1.2484726037367893,0.03501018354351966,-0.03488664642129246
300000,12.5,1.2676791949681214,0.03790049567042504,-0.03327624156940243
300000,13,1.2848677805762079,0.04111814159207741,-0.03189954313776472
300000,13.5,1.2998596787503391,0.04467907226579536,-0.030772286267211606
300000,14,1.312448460131547,0.04860832006910366,-0.029880188136037895
300000,14.5,1.3224917751489442,0.05294620236769396,-0.02921242034170433
300000,15,1.3300661972182988,0.057731877574438505,-0.028809868862069838
300000,15.5,1.335533087754861,0.06298260354136465,-0.028763966003367752
300000,16,1.3394699331094517,0.06868234456217906,-0.029168819987468734
300000,16.5,1.3425022163822933,0.07478520726253515,-0.030080469537370754
300000,17,1.3450791332255354,0.08124205383556504,-0.03151596109627652
300000,17.5,1.3472846412071808,0.08804165516832563,-0.033478967586215956
300000,18,1.3488117469662382,0.09522616284423881,-0.035975491722541546
300000,18.5,1.3491661173816207,0.10282665372246859,-0.03899672127302119
300000,19,1.3480043485777475,0.11069985459330603,-0.04248502579027662
300000,19.5,1.3453201852175793,0.11841191803169308,-0.04634552162097991
300000,20,1.3411941979061495,0.12559252599736048,-0.05056091804190516
300000,20.5,1.3353166866610122,0.13274232485505869,-0.055306714535987275
300000,21,1.3269722235564712,0.14108145880255452,-0.06083478721355517
300000,21.5,1.3154013649601357,0.15128293244878147,-0.06727741983339496
300000,22,1.299922967513113,0.16322463099624915,-0.07472592574887316
300000,22.5,1.2808721160033727,0.17655963194188184,-0.08341688086231265
300000,23,1.262881787420168,0.1903161803523606,-0.09404556484797495
300000,23.5,1.2458622100464625,0.20471443665140607,-0.1078661493398049
300000,24,1.210158693686402,0.22537494015700332,-0.12194823676921475
300000,24.5,1.1698329518209625,0.24945899424365642,-0.13316098584814923
300000,25,1.1471700888799023,0.26934738369764105,-0.14283696459434264
300000,-20,-0.5321237130343961,0.20807477390475346,-0.009076270170100126
300000,-19.5,-0.5185080028589744,0.20175469223863984,-0.012948502176338986
300000,-19,-0.5075391848844971,0.19444801434493847,-0.017060478173637678
300000,-18.5,-0.5042097727760976,0.18463939367096174,-0.021965916752591533
300000,-18,-0.5178126353468724,0.1701485365280831,-0.02839569083343662
300000,-17.5,-0.5531047578619706,0.1509845395147527,-0.03628886184484649
300000,-17,-0.6027536123038775,0.1300822500096923,-0.046315578138650906
300000,-16.5,-0.7054426752698553,0.10347600646717912,-0.060382212491117755
300000,-16,-0.7688685903012094,0.08294900629787488,-0.06868093977455211
300000,-15.5,-0.7937699002164611,0.06954337769011325,-0.07354397184124338
300000,-15,-0.8191034984051464,0.06059650022666703,-0.07650809468561276
300000,-14.5,-0.8425175177885695,0.05291176747820265,-0.07889681320258433
300000,-14,-0.8572761114954766,0.046520912436677955,-0.08065487989848562
300000,-13.5,-0.8604894226685211,0.04131477909864381,-0.08187316389378486
300000,-13,-0.8527365810449901,0.03699686616626565,-0.08285987782922918
300000,-12.5,-0.836107210127826,0.0333217243496421,-0.08381967101495137
300000,-12,-0.8126972376857469,0.030139589018084445,-0.08476258378559169
300000,-11.5,-0.7837919911627963,0.027360222848160608,-0.0856618803168983
300000,-11,-0.7495702008244307,0.024923252782383706,-0.08661952087517931
300000,-10.5,-0.7095280059399299,0.022786338607911173,-0.08785133775355969
300000,-10,-0.6634883010760786,0.02091845379950901,-0.08950536287363894
300000,-9.5,-0.6124503470444919,0.019296561522051045,-0.09148131850525627
300000,-9,-0.5586384039872994,0.01790568676067576,-0.09340337168219578
300000,-8.5,-0.504670707762455,0.016734172929181765,-0.09479045092761809
300000,-8,-0.4523248589266534,0.01576162500400301,-0.09533815899201879
300000,-7.5,-0.40186589266899597,0.014954053304337774,-0.09508939535520433
300000,-7,-0.35249744197505706,0.014271584614606262,-0.09433905137753555
300000,-6.5,-0.3032805450147004,0.013676011021465978,-0.09340680078230724
300000,-6,-0.25364099438336773,0.013133834054571435,-0.09250272572106225
300000,-5.5,-0.203418941759473,0.012615883360650315,-0.09173090267058567
300000,-5,-0.15281828243203652,0.01209464288550491,-0.09117591019333436
300000,-4.5,-0.10242843378238115,0.01152757152647386,-0.09088459243029445
300000,-4,-0.05315108930971109,0.010812784156294362,-0.09038958725178138
300000,-3.5,-0.004409174534320021,0.010051920024705495,-0.08928383156050222
300000,-3,0.04606168442316985,0.009676686159973167,-0.08841169461476679
300000,-2.5,0.09894150798159616,0.009635867527328725,-0.08804776594945547
300000,-2,0.1533490298017151,0.009684925045613085,-0.08791803300827093
300000,-1.5,0.20838329603461922,0.00974795327037175,-0.08786160835492017
300000,-1,0.26362872667261145,0.009822810049094908,-0.08781313096859977
300000,-0.5,0.3189199195463379,0.009912257655788676,-0.08775075816816981
300000,0,0.37414499541782054,0.010014930082224201,-0.08766346278680708
300000,0.5,0.4291855765330963,0.010128998891862735,-0.08753748403213459
300000,1,0.4839099363160113,0.010254919027476014,-0.08735394913941064
300000,1.5,0.5381778259470195,0.010396076496201485,-0.08709036118027198
300000,2,0.5918482203427844,0.010557951281656087,-0.08672316330427865
300000,2.5,0.6447847026193174,0.010746464760914431,-0.08622947257785482
300000,3,0.6968501176181123,0.010966094004074093,-0.08558592927604607
300000,3.5,0.7478867132418442,0.011218405906290902,-0.0847647692699019
300000,4,0.7976905383839168,0.011501988129294462,-0.08373052625081162
300000,4.5,0.8459990314093047,0.011815459162747247,-0.08244087780031847
300000,5,0.8925000424345825,0.012165265369756565,-0.08084979560474614
300000,5.5,0.9368266273374031,0.012573957865896252,-0.07890405800232203
300000,6,0.9784499384760585,0.013077552151050269,-0.07651995999007598
300000,6.5,1.0164341119955298,0.013717224281414248,-0.07353416865502081
300000,7,1.0493045320498737,0.014541009599755473,-0.06971008380201327
300000,7.5,1.0755406860616308,0.015616077337588219,-0.0650035226350135
300000,8,1.0952134833626659,0.017032481930987685,-0.05981816463453832
300000,8.5,1.1117470714543651,0.01875668670882497,-0.05471076607196372
300000,9,1.1295471699664736,0.020556767617513103,-0.050119290826565834
300000,9.5,1.1499041991467498,0.02231326192902016,-0.0462395468859268
300000,10,1.1717111836030807,0.024107695626450612,-0.04298336638063334
300000,10.5,1.1936572318864238,0.026054401175529228,-0.04019960614714769
300000,11,1.214889263969674,0.028230889768792115,-0.03778513285665312
300000,11.5,1.2349162540400882,0.030689592902104972,-0.0356838648895103
300000,12,1.253457747360108,0.03347387995681223,-0.03387443537180292
300000,12.5,1.270352605257316,0.036621271022914494,-0.032352658613363984
300000,13,1.285495951087609,0.0401570134046358,-0.031111698344832912
300000,13.5,1.2987922435984767,0.04408784888774806,-0.030133211734919802
300000,14,1.3101437495915422,0.04840488440997896,-0.029398415709577123
300000,14.5,1.3194879849748524,0.05309472387263878,-0.028909619506016906
300000,15,1.3268631022595816,0.05814871276482493,-0.028701049321110665
300000,15.5,1.3324558946325846,0.06356211464195272,-0.028828670715822728
300000,16,1.3365900419870231,0.06932677608330332,-0.029349338208088507
300000,16.5,1.3396395139131156,0.07542976087729918,-0.030307239050318728
300000,17,1.341897847512803,0.0818660785163851,-0.031734374288978635
300000,17.5,1.343477776786981,0.08865735049627846,-0.03365541416392203
300000,18,1.344322194607002,0.09585161439765415,-0.03608195200802144
300000,18.5,1.3443513028171192,0.10347508369734142,-0.03899135323892163
300000,19,1.3436618199835877,0.11142679458645635,-0.04230510345339709
300000,19.5,1.3426021644621189,0.11937811398980672,-0.045898873856356694
300000,20,1.3415910182128297,0.1268669028475671,-0.0496693412247931
300000,20.5,1.340775278300974,0.13373002475179332,-0.0536259188639543
300000,21,1.3398456982970002,0.14046585108841436,-0.05790626944605816
300000,21.5,1.338168689654684,0.14789181719253908,-0.06267947572157795
300000,22,1.3349554828119257,0.1565003979844579,-0.068071398821548
300000,22.5,1.3292165031118106,0.1663418293300337,-0.07420658776331374
300000,23,1.3196627368537908,0.17737334572463867,-0.08128384169245038
300000,23.5,1.3048345795562255,0.1898082840342411,-0.08961798080074496
300000,24,1.2828679164563495,0.20437823909278413,-0.09997062217774119
300000,24.5,1.248823666458865,0.22313582753333278,-0.11420824941352921
300000,25,1.205129447418069,0.24646135820347015,-0.13013858332238565
300000,-20,-0.5156481843631889,0.21306450933902207,-0.00940157236934503
300000,-19.5,-0.5003072537697313,0.207820633127783,-0.01306688772745321
300000,-19,-0.48495529590640274,0.2024359208537638,-0.01664620387661775
300000,-18.5,-0.4696101995100316,0.19691432222170008,-0.0201002121161619
300000,-18,-0.454401521060124,0.19126191458072128,-0.023352540519266253
300000,-17.5,-0.4397188740414808,0.18546534238542797,-0.026257312147095223
300000,-17,-0.42624939982760357,0.17941910248671153,-0.02867677319754223
300000,-16.5,-0.41476584132619576,0.1726736011973343,-0.031360094908574776
300000,-16,-0.41545085796095566,0.162159262882594,-0.03821141637154073
300000,-15.5,-0.48647340718979337,0.13668223352448136,-0.052821359270511625
300000,-15,-0.6245377901229804,0.10116882653186436,-0.06808239991189272
300000,-14.5,-0.711626037550413,0.07479301001120325,-0.07809266342949611
300000,-14,-0.75784199707536,0.059705259781607,-0.0835357532269778
300000,-13.5,-0.79388427315883,0.051340775349453485,-0.08506915724453251
300000,-13,-0.8249220671910362,0.0456219232400609,-0.08349693991263393
300000,-12.5,-0.8478512593518819,0.041261146617745326,-0.07982071072219796
300000,-12,-0.8581774411760854,0.03775591588726221,-0.07542657880295851
300000,-11.5,-0.8527590749015399,0.03472571651827298,-0.07178279459698605
300000,-11,-0.8306987492112379,0.03192132374835324,-0.0699295712935427
300000,-10.5,-0.7933210934221454,0.02922531026960039,-0.07024573446150771
300000,-10,-0.7438524004755172,0.026620403222073607,-0.0724773475783666
300000,-9.5,-0.6864108395356486,0.024146195705753836,-0.07599124644082755
300000,-9,-0.6246255081967866,0.02185883443080408,-0.08011332467751095
300000,-8.5,-0.5608593756186568,0.019805697111268835,-0.08433941469550701
300000,-8,-0.49648561832470417,0.018013726665882964,-0.08832816153794322
300000,-7.5,-0.4326924967128808,0.016487755115729516,-0.09177612085551454
300000,-7,-0.3708544105764841,0.015210763213827258,-0.09436974731921578
300000,-6.5,-0.3120004414334274,0.01413866434978023,-0.09591873730321121
300000,-6,-0.255976777640495,0.013212003099214642,-0.09654243712219086
300000,-5.5,-0.2016383814316135,0.012376302829125784,-0.0967333955281673
300000,-5,-0.14986475708842384,0.011450942479005292,-0.09664646027554437
300000,-4.5,-0.10084647443062926,0.010418599566383179,-0.09528294824034145
300000,-4,-0.04981881732204706,0.0100464836808065,-0.09393382943699143
300000,-3.5,0.004459613689681938,0.01017322887987901,-0.09328907779004268
300000,-3,0.05985274930164916,0.010323146159105597,-0.09294201482134379
300000,-2.5,0.11481144549066288,0.01043748332243444,-0.09264709861868195
300000,-2,0.16926339274523386,0.010554680465818408,-0.09229729509071218
300000,-1.5,0.22359347201017601,0.01068605217838849,-0.09189089813279308
300000,-1,0.2780231292388694,0.010820843185440687,-0.09145958258232403
300000,-0.5,0.3325461587368212,0.010944847838335069,-0.09103111258326317
300000,0,0.38707431736323805,0.011050511116521694,-0.09062554410196638
300000,0.5,0.4415474321463852,0.011138248071071761,-0.09025550490506928
300000,1,0.4959538812959977,0.011213889588140912,-0.08992385337768613
300000,1.5,0.5503005952420452,0.011285507881231721,-0.08962252006777624
300000,2,0.6045700383138372,0.011361004794456106,-0.08933253439674016
300000,2.5,0.6586816965295266,0.011446867266576325,-0.08902281999635644
300000,3,0.7124638494558553,0.011547875418220766,-0.0886471617729385
300000,3.5,0.7656384127250389,0.011667295111782872,-0.08814128699317232
300000,4,0.8178215367906836,0.011807076232756432,-0.08742172065199746
300000,4.5,0.8685399811712537,0.01196744761087907,-0.08638556935326684
300000,5,0.9172669556960237,0.012145487593692033,-0.08491363925600214
300000,5.5,0.9634867296950826,0.012334079338265826,-0.08289137244073383
300000,6,1.0067590337907986,0.012526370425952114,-0.08025317457701739
300000,6.5,1.0467531011336126,0.012731883492566912,-0.07701884082670013
300000,7,1.0833673276950593,0.012998154693213956,-0.07330283186342805
300000,7.5,1.1167674777979364,0.013404652155831906,-0.06926687792281071
300000,8,1.1466705179000563,0.014029915588782449,-0.06494875128275435
300000,8.5,1.1713180653439799,0.01496599446566556,-0.06014887471619346
300000,9,1.1882811334638312,0.016359601423908642,-0.05482371238212987
300000,9.5,1.1974879467125878,0.018441510207267246,-0.04947419791781072
300000,10,1.2031976700358662,0.021307499307199464,-0.0447272371514827
300000,10.5,1.2108325776306588,0.02458651409713926,-0.04103133194565794
300000,11,1.221721660813199,0.02791407446219709,-0.038355730218223194
300000,11.5,1.234139736095667,0.03127316738981383,-0.036289324598571114
300000,12,1.246445308642543,0.034777283655285846,-0.03452339145232768
300000,12.5,1.257970493415881,0.038507711015785144,-0.03292425354200805
300000,13,1.2686928071025292,0.04248380363590199,-0.03144229253319766
300000,13.5,1.2788518597353207,0.04667313617572624,-0.030055758662521605
300000,14,1.2887677738851813,0.051011772102262945,-0.028760281255796376
300000,14.5,1.2987943614152333,0.05542450553826205,-0.02757187883555505
300000,15,1.3092959264607689,0.05983779264086193,-0.02652094248120905
300000,15.5,1.3205817328430514,0.06418799463515705,-0.025640200763845652
300000,16,1.3327993517600611,0.06843238866891645,-0.024958639222352256
300000,16.5,1.3458246063526293,0.072565312870997,-0.024504552217946927
300000,17,1.35918688530735,0.07663547739988835,-0.024312436703811176
300000,17.5,1.372060454342641,0.0807583169975484,-0.02442862244360291
300000,18,1.383340079390508,0.08511808325631617,-0.024915140977383274
300000,18.5,1.391785276536759,0.08995564936243204,-0.02585515596571156
300000,19,1.3961745957899274,0.09553505719024671,-0.02736389165437467
300000,19.5,1.3954288231934282,0.10206854185008189,-0.029603115820873157
300000,20,1.3887674867691584,0.10958751081321925,-0.03278524464442061
300000,20.5,1.3759562495538993,0.1179606958186386,-0.03716646730408199
300000,21,1.3573647446094215,0.12769790547833576,-0.04308128713642172
300000,21.5,1.333672342400929,0.14064972591970867,-0.05085956015911008
300000,22,1.304964013741071,0.15739105088082084,-0.060406942479804424
300000,22.5,1.263133082454372,0.17778535020990843,-0.07185564977858584
300000,23,1.1754059326467494,0.21009497206402566,-0.08789406897089666
300000,23.5,1.060443161913,0.25435823733320956,-0.11080443106334001
300000,24,1.032423900887016,0.274056009213898,-0.1305883744943013
300000,24.5,1.0548535939743156,0.2758249718099447,-0.1400161886752855
300000,25,1.0791593919836393,0.2766187515412686,-0.14470496592561222
500000,-20,-0.5644523087650293,0.20015618775115035,-0.011368010376004366
500000,-19.5,-0.561737929898983,0.1902892797027681,-0.01632254956223181
500000,-19,-0.5733491026173353,0.17597568272141972,-0.022937017425625005
500000,-18.5,-0.6077149183125943,0.15642728453889623,-0.03146238873861526
500000,-18,-0.6579614683215063,0.13565541642349044,-0.04042802775442898
500000,-17.5,-0.7444524576069882,0.11261822278242187,-0.0557172001457097
500000,-17,-0.8652289902590748,0.08507442463055923,-0.07091521009629743
500000,-16.5,-0.9012724253721613,0.06615819304558399,-0.07949523585709757
500000,-16,-0.9233448145249709,0.05585463816497401,-0.0851120796560797
500000,-15.5,-0.936329153786459,0.047827741456481214,-0.0901312614627594
500000,-15,-0.9337832076093453,0.04159894782899275,-0.09442654657783756
500000,-14.5,-0.9161565736326334,0.036741507535757986,-0.09825912561590956
500000,-14,-0.8876730529080321,0.032821619641387516,-0.10188628507470274
500000,-13.5,-0.8532182530213916,0.029576715074850272,-0.10515236839698609
500000,-13,-0.8174244756174383,0.026872993330495108,-0.10753374600585819
500000,-12.5,-0.7839450844939375,0.024629174006469922,-0.10845579205933868
500000,-12,-0.7542084681566326,0.02276674922624237,-0.10770922260792334
500000,-11.5,-0.7269235598902934,0.02120278322353004,-0.10563560587747066
500000,-11,-0.6992608940433065,0.01986780281465281,-0.10290817199680585
500000,-10.5,-0.6687027731703477,0.018715877321695273,-0.10015307866201933
500000,-10,-0.634095997063059,0.01771766164196377,-0.09772797814389757
500000,-9.5,-0.5955721736054265,0.016849504570205384,-0.09572279087108783
500000,-9,-0.5539057907737831,0.01608851702890485,-0.09407673474036415
500000,-8.5,-0.5099430180019091,0.015410979399347319,-0.09269578727231603
500000,-8,-0.4643497714287004,0.014792101335460191,-0.09151203712480109
500000,-7.5,-0.41756745921203337,0.01421346704327403,-0.09049349377605706
500000,-7,-0.3697929668560982,0.013670569142067211,-0.0896316511033262
500000,-6.5,-0.32100202926148663,0.013171199548657713,-0.08892416613792802
500000,-6,-0.2711070046705221,0.012724954939055039,-0.08836197039680001
500000,-5.5,-0.22012984713747696,0.012332746225962718,-0.08792465788306772
500000,-5,-0.16821997352124646,0.011985993583627159,-0.08758419824782161
500000,-4.5,-0.1155617739041492,0.011672789488270632,-0.0873121363709758
500000,-4,-0.062319055750177536,0.011383807423578248,-0.0870882207735954
500000,-3.5,-0.00866861325266971,0.011114478193572233,-0.08690952882620288
500000,-3,0.04517694924933097,0.010865427866636475,-0.08680353093897833
500000,-2.5,0.09902118085947435,0.01063989065942316,-0.0868224192241115
500000,-2,0.15268375055294553,0.010422177360491924,-0.08689920757786201
500000,-1.5,0.2059226256921853,0.010165521913453247,-0.08681768316666595
500000,-1,0.25864500471389673,0.009851853104695824,-0.08645725813028073
500000,-0.5,0.31122877053074904,0.009580614975399316,-0.08592541845528773
500000,0,0.3641871161260395,0.009476858089005618,-0.08547228260838893
500000,0.5,0.4176137392051437,0.0095256177316477,-0.08514531092203269
500000,1,0.47126983978951154,0.009661814260424248,-0.08485429486919438
500000,1.5,0.5248076323754877,0.009849812085531621,-0.08452255986964288
500000,2,0.5778990124004368,0.010079357619084028,-0.08409755817467642
500000,2.5,0.6302489373532367,0.010351677830466179,-0.08352950925748977
500000,3,0.6815334452713973,0.01067413072721234,-0.08275205390836628
500000,3.5,0.7313137773047156,0.01105849209757334,-0.08167831322579473
500000,4,0.7789611448129433,0.011517164905436453,-0.0802268150373798
500000,4.5,0.8236555296496579,0.012061877193766819,-0.07836303520760941
500000,5,0.864598113529176,0.012718807541192109,-0.07609017014818478
500000,5.5,0.90164752420898,0.013530711702628461,-0.07339600552375539
500000,6,0.9361017278712268,0.014474629053912207,-0.07033683928013965
500000,6.5,0.9698834253681289,0.015438159267549507,-0.06715729424079599
500000,7,1.0038463993089228,0.016361896052099072,-0.06404637967263496
500000,7.5,1.0377719939277843,0.01727486010158601,-0.06103769364267701
500000,8,1.0711850043226967,0.018225401193294657,-0.05811455174019857
500000,8.5,1.1037352106184102,0.01925065195360187,-0.05526244873280582
500000,9,1.135237372164009,0.02037820179862151,-0.0524889943724228
500000,9.5,1.1656171201704772,0.02163313302747386,-0.04981896810721147
500000,10,1.1948253320063318,0.02304062197016817,-0.04727492996385206
500000,10.5,1.222762039464281,0.024623799430411066,-0.04486099752477831
